source	authors	title	year	language	keywords	affiliation	countries	publisher	database	citations
conference/workshop	Kodaira T., Kajiwara T., Komachi M.	Controlled and balanced dataset for Japanese lexical simplification;	2016		Human judgments; simplification; method; Target words; Computational linguistics	Tokyo Metropolitan University, Hino City, Tokyo, Japan	italy	Association for Computational Linguistics (ACL)	scopus.csv	13
conference/workshop	Tack A., François T., Ligozat A.-L., Fairon C.	Evaluating lexical simplification; and vocabulary knowledge for learners of French: Possibilities of using the FLELex resource	2016	French	FLELex; Lexical simplification; Vocabulary knowledge prediction;Automated assessment; FLELex; Foreign language learning; Learning levels; Lexical frequency; Lexical simplification; Parallel corpora; Predictive modeling; Forecasting	Centre for Natural Language Processing (CENTAL), Institute for Language and Communication (ILandC), University of Louvain, Place Blaise Pascal 1, Louvain-la-Neuve, B-1348, Belgium; LIMSI, CNRS, ENSIIE, rue John Von Neumann, Orsay, 91400, France; FNRS, France	netherlands,netherlands,netherlands,netherlands,netherlands,netherlands	European Language Resources Association (ELRA)	scopus.csv	13
conference/workshop	Yaneva V., Temnikova I., Mitkov R.	Evaluating the readability of text simplification; output for readers with cognitive disabilities	2016		Autism; Cognitive disabilities; Easy-to-read; Readability; Text simplification;Transportation; Autism; Cognitive disability; Easy-to-read; Readability; Text simplification; Linguistics	Research Institute in Information and Language Processing, University of Wolverhampton, Wolverhampton, United Kingdom; Qatar Computing Research Institute, HBKU, Doha, Qatar	new zealand	European Language Resources Association (ELRA)	scopus.csv	13
conference/workshop	Kajiwara T.	Negative lexically constrained decoding for paraphrase generation	2020		Computer aided language translation; Decoding; Constrained decoding; Machine translations; Neural modeling; On-machines; Computational linguistics	Institute for Datability Science, Osaka University, Osaka, Japan	united kingdom	Association for Computational Linguistics (ACL)	scopus.csv	13
conference/workshop	Štajner S., Nisioi S.	A detailed evaluation of neural sequence-to-sequence models for in-domain and cross-domain text simplification;	2019		Evaluation; Neural text simplification; Sequence-to-sequence models;Automatic evaluation; Cross-domain; Evaluation; Evaluation and analysis; Neural architectures; Neural models; Neural text simplification; Sequence models	DWS Research Group, University of Mannheim, Germany; Human Language Technologies Research Center, University of Bucharest, Romania	croatia,croatia	European Language Resources Association (ELRA)	scopus.csv	14
conference/workshop	Davoodi E., Kosseim L.	CLaC at SemEval-2016 task 11: Exploring linguistic and psycho-linguistic features for complex word identification	2016		Decision trees; Semantics; Cognitive complexity; Linguistic features; Random forest modeling; Word identification; Lanthanum compounds	Concordia University, Department of Computer Science and Software Engineering, Montréal, QC  H3G 2W1, Canada	iran	Association for Computational Linguistics (ACL)	scopus.csv	14
conference/workshop	Mukherjee N., Patra B.G., Das D., Bandyopadhyay S.	JU-NLP at SemEval-2016 task 11: Identifying complex words in a sentence	2016		Decision trees; Bayes Classifier; Post-processing techniques; Random forest classifier; Rule based; Semantic features; Target audience; Word identification; Semantics	Department of Computer Science and Engineering, Jadavpur University, Kolkata, India	spain	Association for Computational Linguistics (ACL)	scopus.csv	14
conference/workshop	Shardlow M., Nawaz R.	Neural text simplification; of clinical letters with a domain specific phrase table	2020		Computational linguistics; Terminology; Domain-specific phrase; Medical terminologies; Original systems; simplification; method; SNOMED-CT; Understandability; Text mining	Department of Computing and Mathematics, Manchester Metropolitan University, United Kingdom; Department of Operations, Technology, Events and Hospitality Management, Manchester Metropolitan University, United Kingdom	united kingdom	Association for Computational Linguistics (ACL)	scopus.csv	14
conference/workshop	Mokhtar B. Billami;Thomas François;Núria Gala	ReSyf: a French lexicon with ranked synonyms	2018	French			belgium	Association for Computational Linguistics	acl.csv	15
conference/workshop	Nunes B.P., Kawase R., Siehndel P., Casanova M.A., Dietze S.	As simple as it gets-a sentence simplifier for different learning levels and contexts	2013		natural language processing; search engine knowledge; text simplification;Complex sentences; Grammatical structure; Learning levels; Learning process; NAtural language processing; simplification; method; text simplification; Understandability; Natural language processing systems; Search engines; Engineering education	Department of Informatics, PUC-Rio, Rio de Janeiro, RJ, Brazil; L3S Research Center, Leibniz University, Hannover, Germany	germany,romania		scopus.csv	15
conference/workshop	Gooding S., Kochmar E.	Complex word identification as a sequence labelling task	2020		Feature engineerings; In contexts; State-of-the-art system; Word identification; Computational linguistics	Dept of Computer Science and Technology, University of Cambridge, United Kingdom; ALTA Institute, University of Cambridge, United Kingdom	israel,israel,israel	Association for Computational Linguistics (ACL)	scopus.csv	15
conference/workshop	Choshen L., Abend O.	Inherent biases in reference-based evaluation for grammatical error correction and text simplification;	2018		Computational linguistics; Bias estimate; Existing systems; Grammatical errors; Long-tailed distributions; Text generations; Error correction	School of Computer Science and Engineering, United States; Department of Cognitive Sciences, Hebrew University of Jerusalem, Israel	spain	Association for Computational Linguistics (ACL)	scopus.csv	15
conference/workshop	Kim Y.-S., Hullman J., Burgess M., Adar E.	SimpleScience: Lexical simplification; of scientific terminology	2016		Linguistics; Natural language processing systems; Context-aware approaches; Fast rate; Gold standards; Parallel corpora; Scientific publications; Scientific terms; simplification; rules; Wikipedia; Terminology	University Washington Information School, United States; University of Michigan Computer Science Department, United States; University of Michigan School of Information, United States	united states,china	Association for Computational Linguistics (ACL)	scopus.csv	15
conference/workshop	Rello L., Baeza-Yates R., Saggion H.	The impact of lexical simplification; by verbal paraphrases for people with and without dyslexia	2013		dyslexia; eye-tracking; Lexical simplification; readability; understandability; verbal paraphrases;dyslexia; Eye-tracking; Lexical simplification; readability; Understandability; verbal paraphrases; Surveys; Text processing; Computational linguistics	Web Research Group, Dept. of Information and Communication Technologies, Universitat Pompeu Fabra, Barcelona, Spain; Natural Language Processing Research Group, Dept. of Information and Communication Technologies, Universitat Pompeu Fabra, Barcelona, Spain; Yahoo Research, Barcelona, Spain			scopus.csv	15
conference/workshop	Joachim Bingel;Gustavo Paetzold;Anders Søgaard	Lexi: A tool for adaptive, personalized text simplification;	2018				belgium	Association for Computational Linguistics	acl.csv	16
conference/workshop	Joachim Bingel;Maria Barrett;Sigrid Klerke	Predicting misreadings from gaze in children with reading difficulties	2018				belgium,spain	Association for Computational Linguistics	acl.csv	16
conference/workshop	George C., Japkowicz N.	A unified framework for relative clause simplification; and relative pronoun correction	2007		Application area; Automatically generated; English sentences; Machine translations; Machine-learning; Relative clause; Semantic information; Syntactic information; Translation systems; Two-stage systems; Unified framework; Artificial intelligence; Semantics	School of Information Technology and Engineering, University of Ottawa, Ottawa, ON, Canada	france		scopus.csv	16
conference/workshop	Grabar N., Hamon T.	Automatic extraction of layman names for technical medical terms	2014		consumer health informatics; health literacy; medical terminology; Natural Language Processing; paraphrase; semantic interoperabilityComputational linguistics; Data mining; Extraction; Health; Information science; Radio broadcasting; Semantics; Social networking (online); Terminology; Consumer health informatics; Health literacy; Medical terminologies; NAtural language processing; paraphrase; Semantic interoperability; Natural language processing systems	CNRS UMR 8163 STL, Universite Lille 3, Villeneuve d'Ascq, 59653, France; LIMSI-CNRS, Orsay Universite Paris 13, BP133, Sorbonne Paris Cite, France	hong kong	Institute of Electrical and Electronics Engineers Inc.	scopus.csv	16
conference/workshop	Gasperin C., Maziero E., Aluísio S.M.	Challenging choices for text simplification;	2010		Different order; Rule based; simplification; rules	NILC - Núcleo Interinstitucional de Linguística Computacional, ICMC, Universidade de São Paulo, P.O. Box 668, São Carlos, SP, 13560-970, Brazil	indonesia		scopus.csv	16
conference/workshop	Nishihara D., Kajiwara T., Arase Y.	Controllable text simplification; with lexical constraint loss	2019		Computational linguistics; Education computing; Syntactics; Complex sentences; Constraint loss; Education systems; Sentence level; simplification; method; Syntactic complexity; Target levels; Word level; Translation (languages)	Graduate School of Information Science and Technology, Osaka University, Japan; Institute for Datability Science, Osaka University, Japan; Artificial Intelligence Research Center (AIRC), AIST, Japan	italy	Association for Computational Linguistics (ACL)	scopus.csv	16
